Name,Gender,Age,Country,BIB,Overall Place,Time
Francois Lhuissier,M,36,FRA,227,154,2:42:33
Fernando Villarmin,M,37,ESP,1149,155,2:43:03
Timothy Kramer,M,26,USA,1587,156,2:43:22
Lionel Ribeiro,M,34,FRA,236,157,2:43:27
Dylan Marton,M,23,USA,1565,158,2:43:30
Koji Kawamoto,M,37,JPN,1236,159,2:43:31
Yuji Yamanaka,M,43,JPN,1150,160,2:43:31
Domenico Barbierato,M,28,ITA,1718,161,2:43:35
Fan Zhou,M,26,USA,1359,162,2:43:40
Brendan Trimboli,M,26,USA,1164,163,2:43:42
Alfredo Norvello,M,47,ITA,826,164,2:43:43
Alessio Asaro,M,25,USA,1260,165,2:43:43
Laurent Humbert,M,43,FRA,1188,166,2:43:55
Chris Graham,M,36,GBR,1400,167,2:44:03
Magnus Mattsson,M,41,SWE,1422,168,2:44:15
Patrik Nystrom,M,44,SWE,1413,169,2:44:21
Stephane Hannot,M,43,FRA,1086,170,2:44:21
Ryan Swartz,M,35,USA,1426,171,2:44:35
Tomasz Polanski,M,38,POL,1433,172,2:44:39
Masahiro Takaoka,M,31,JPN,1559,173,2:44:46
Eric Noel,M,30,CAN,1265,174,2:44:51
Sean Welleck,M,23,USA,1218,175,2:45:06
Jacob Frandsen,M,33,DEN,1672,176,2:45:10
Domenico la Banca,M,30,ITA,1567,177,2:45:12
Chris Dawes,M,43,USA,593,178,2:45:19
Robert Michell,M,34,USA,1608,179,2:45:22
Devin Kelly,M,23,USA,2999,180,2:45:23
Kenneth Rideout,M,43,USA,747,181,2:45:29
Rocio Cantara Rojas,W,27,PER,131,182,2:45:30
Andrew Archer,M,26,USA,1301,183,2:45:34
Nicholas Thompson,M,39,USA,785,184,2:45:36
Kate Pallardy,W,29,USA,128,185,2:45:46
James McGovern,M,35,USA,1139,186,2:45:50
Ottaviano Andriani,M,40,ITA,1325,187,2:45:53
Stefano Baldini,M,43,ITA,1355,188,2:45:53
Derek Zelazny,M,42,USA,1183,189,2:46:01
Gerard Combalia Claverias,M,28,ESP,1668,190,2:46:05
Brad Hart,M,38,AUS,1172,191,2:46:13
Ian Neill,M,30,USA,1484,192,2:46:14
David Dreverman,M,29,AUS,1157,193,2:46:17
Jonathon Laurie,M,30,AUS,1033,194,2:46:21
Pablo Gonzalez,M,38,CHI,1599,195,2:46:22
Mitch VanBruggen,M,29,USA,797,196,2:46:31
Curtis Suver,M,28,USA,1826,197,2:46:39
John Ealy,M,29,USA,2901,198,2:46:42
Boyd Carrington,M,42,USA,1207,199,2:46:45
Brett Bernakevitch,M,28,CAN,1601,200,2:46:46
Erik Bergersen,M,45,NOR,1250,201,2:46:54
Keith Nicoll,M,50,GBR,12601,202,2:47:01
Marcel Buehler,M,48,SUI,2259,203,2:47:04
Norikazu Endo,M,40,JPN,1264,204,2:47:04
Scott Burger,M,23,USA,1201,205,2:47:05
Kurt Michels,M,30,USA,230,206,2:47:07
Fabian Daza Pacheco,M,33,COL,594,207,2:47:07
Joel Scholz,M,36,USA,1502,208,2:47:11
Louis-Philippe Garnier,M,50,CAN,50,209,2:47:17
Kamel Latrach,M,38,FRA,1549,210,2:47:19
Rich Power,M,50,USA,1311,211,2:47:23
Marcos Duarte,M,40,ARG,601,212,2:47:24
Katie Conlon,W,24,USA,2887,213,2:47:28
Chris Farley,M,38,USA,8491,214,2:47:40
Jotham Burnett,M,34,USA,1556,215,2:47:42
Luke Shane,M,24,USA,1234,216,2:47:43
Stephen Fair,M,32,USA,1307,217,2:47:46
Angel Saul Garcia-Parrado Illescas,M,36,ESP,1488,218,2:47:46
Luca Fabbri,M,30,ITA,2839,219,2:47:48
Derek Hanson,M,31,USA,650,220,2:47:48
Stephen Tranter,M,35,GBR,791,221,2:47:52
Isaiah Leonard,M,21,USA,1554,222,2:47:55
Stephane Humblot,M,46,FRA,1331,223,2:48:01
Krzysztof Zegarek,M,25,POL,2363,224,2:48:03
Matej Valtr,M,37,CZE,1269,225,2:48:05
Lars Emanuelsson,M,40,SWE,1730,226,2:48:10
Atsushi Ito,M,29,JPN,666,227,2:48:11
Timothy Stiel,M,47,AUS,2091,228,2:48:12
Eladio Telecher,M,55,FRA,1252,229,2:48:14
Carlos Abellan,M,31,ESP,2071,230,2:48:21
Jeremy Cook,M,32,USA,1310,231,2:48:22
Aleksandr Cherenev,M,39,RUS,9790,232,2:48:24
Ivan Jezko,M,36,SVK,1511,233,2:48:25
George Wright,M,31,USA,1533,234,2:48:26
Chris Parris-Lamb,M,32,USA,1363,235,2:48:28
Charles Prange,M,42,CAN,1544,236,2:48:30
Lawrence Quinn,M,33,USA,1305,237,2:48:30
Anders Marcusson,M,37,SWE,1302,238,2:48:30
Cristiano Spiller,M,37,ITA,1062,239,2:48:31
Dominique Chauvelier,M,58,FRA,1656,240,2:48:31
Lionel Vignon,M,46,FRA,1879,241,2:48:32
Felipe Vergara,M,50,MEX,800,242,2:48:33
Kvikstad Rune,M,40,NOR,1292,243,2:48:45
Seamus Fearon,M,33,IRL,1678,244,2:48:48
Chris Palos,M,46,USA,2331,245,2:48:48
Dave Walters,M,59,USA,1462,246,2:48:50
Brian Lashinski,M,33,USA,1460,247,2:48:51
Daniel Webber,M,38,GBR,1408,248,2:48:51
Martin Hanisch,M,35,AUT,1427,249,2:48:52
Ted Callinan,M,40,USA,43,250,2:48:52
Mario Dimas,M,32,MEX,1268,251,2:48:52
Mattias Hagen,M,42,USA,1817,252,2:48:59
Rickard Pell,M,35,SWE,1465,253,2:49:00
Markus Gustafsson,M,35,SWE,2048,254,2:49:04
Michael Rodriguez,M,24,USA,1005,255,2:49:08
Tim Rossi,M,22,USA,749,256,2:49:09
Philip Lang,M,27,USA,684,257,2:49:11
Jeff Matsumoto,M,43,USA,1365,258,2:49:12
Joel McCreary,M,37,USA,1596,259,2:49:14
Michelle Lilienthal,W,32,USA,119,260,2:49:16
Alexander Batanov,M,46,ITA,1848,261,2:49:21
Juan Carlos Solorzano,M,36,CRC,2285,262,2:49:22
Alexander Walsh,M,40,USA,803,263,2:49:25
Avery Best,M,32,CAN,1588,264,2:49:26
Shawn Pollard,M,29,USA,1547,265,2:49:27
Mario Carreira,M,46,POR,1209,266,2:49:29
Nils Wetterberg,M,24,SWE,1515,267,2:49:29
Eros Gnoli,M,33,ITA,1862,268,2:49:31
Kieran Condon,M,37,IRL,1473,269,2:49:32
Kevin Galante,M,28,USA,1653,270,2:49:34
Andrew Leveson,M,31,GBR,226,271,2:49:35
Enrico Benedetti,M,33,ITA,1870,272,2:49:40
Cyril Willemin,M,40,USA,1345,273,2:49:44
Brad Weiss,M,40,USA,807,274,2:49:45
Claudio Giorgetti,M,54,ITA,1333,275,2:49:48
Mario Segura,M,27,USA,1607,276,2:49:49
Sean Delanghe,M,29,CAN,1398,277,2:49:51
Adam Kuklinski,M,50,POL,683,278,2:49:53
Michael Rothbart,M,28,USA,1136,279,2:49:55
Ruud Hadders,M,28,NED,1246,280,2:49:57
Jean-Baptiste Theard,M,32,FRA,1492,281,2:49:58
Yutaka Fukuda,M,44,JPN,3477,282,2:49:58
Elenilton Rangel,M,41,BRA,1280,283,2:50:02
Thomas Boland,M,30,USA,2093,284,2:50:05
Antonio Belotti,M,38,ITA,2205,285,2:50:11
Luis Carlos Perez,M,43,ESP,1541,286,2:50:12
Drew VandenBrul,M,43,USA,1705,287,2:50:16
Justin McCarthy,M,32,USA,1221,288,2:50:18
Jake Stookey,M,38,USA,1469,289,2:50:18
Steven Bothe,M,38,USA,1279,290,2:50:22
Akira Nishimura,M,38,JPN,2201,291,2:50:25
Pierrick Le Roux,M,33,FRA,1561,292,2:50:26
Martin Gignac,M,41,CAN,1714,293,2:50:26
Chris Carroll,M,31,USA,1241,294,2:50:29
Henning Bechmann,M,48,DEN,1479,295,2:50:31
Nicholas Hippensteel,M,27,USA,1740,296,2:50:34
Jesus Zamora,M,23,USA,1606,297,2:50:36
Peter Rowe,M,27,GBR,1439,298,2:50:39
Michael Ohler,M,45,GER,2264,299,2:50:41
Edmund Fazakerley,M,45,GBR,1679,300,2:50:41
Carlos Ferreira,M,33,POR,1232,301,2:50:41
Linus Eriksson,M,40,SWE,1519,302,2:50:44
Adolfo Munguia,M,30,MEX,719,303,2:50:52
Roberto Epifani,M,21,ITA,3878,304,2:50:54
Benjamin Shields,M,22,USA,1501,305,2:50:54
Claudia Gelsomino,W,45,ITA,142,306,2:50:56
